review,label
wala lagi naghahang nakakainis naman sayang ko di cya ok gamitin hard touch saka ma log tas di pa maka mabagal sobrrraaa ok naman si seller walng poblema on pagkapack so far good condition cya yung mismong product ang not good china kasi,0.0
walang bubble wrap huhu yupiyupi buti nalang okay lang yung product medyo nadismaya lang ako sa pouch laman mini fan mas mabuti sana if yung laman kasi price nya,1.0
sobrang nakaka disappoint lima ang order namin apat lang nakadating black mask ang order blue ang dumating pakiayos naman po sana nagbabayad naman kami tama,0.0
ganda colors socks quality products okay pero disappointed ako kulang ung binigay order white sock at gray sock pero wla kong gray sock na nakuha white sock lang din,1.0
next time please check the item before shipment all working but may kalawang yung cable for computer table,1.0
nkalagay sa order ko black ang dumating blue colorblinded yata si seller yun lang mali the rest worth it,0.0
isa dalwang beses sya gumana sayang money ans sayng ung oil man lang nag ung nabawas ayaw na agad gumana,0.0
talaga kayang ganun ung item parang second hand ang daming tas mabuway pa yung paa,1.0
fair enough for the price nakakadala naman dumi at buhok mabilis lang malowbat but it still good catch budget friendly and para talaga sa mga tamad mag walis,1.0
thought na mag kasing laki sila lip balm ko the violet one tsaka para syang lip therapy halos wlang color but it okay di nasayang pera ko hehe,1.0
item recieved in good condition but this is not order kaloka pumili ko hndi rin pala msusunod kalungkot nman,0.0
sira after week working naman kaso week lang sira na,0.0
it very cute and very handy working well medyo mahina hanging pero ko sure kung may ilalakas pa ba pag naka full charge pero happy with order thank you seller and rider,1.0
wag kayo bibili after days nasira tapos ayaw palitan seller ung purifier kahit nag provide ako pic at video scam,0.0
ok mali ung isang kulay payong sana pink flower ndin bsta pink white pindaladumihin para studyante,1.0
super ganda high qual sya and comfy sa paa thank you so much seller super ganda high qual sya and comfy sa paa thank you so much seller super ganda high qual sya and comfy sa paa thank you so much seller,2.0
small lang pala sya pero cute in all fairness products worth is fair thank for fast shipping bagay sa bagets kong kahit may aircon na sa school pawis pa din paguwian na,2.0
seller ok po yung quality walang damage kaso matagal lang dumating pero ok lang ganda nman eh,1.0
wrong color ordered nude but received what looks like an orange color mas dark sya sa nude which is yung hindi naka plastic ordered that before don like the color not sure if wear this,0.0
you need to ask for picture if the item is good dahil ung sa akin ayaw mag open the seller is responsive in queries but that is all he insisted that the item is in good condition even if send video that it does not open,1.0
excellent maganda ang quality sound at maganda din ang kulay product especially ang pink mabilis din pag ship ni seller product will buy again,2.0
okay naman sana kaso mali ang color na naideliver thank you pa rin seller sana next tama na po,1.0
low quality super low quality parang di safe gamitin lip balm,0.0
ang ganda mga iteeeeeemssss worth it lahat binayad thankyouuuuu so much poo sa uulitin recommended nga lods,2.0
maliit pala sizing neto parang size lang yung naibigay sakin pero ang order ko at yung isa nasira agad which is fit naman sa presyo nya,1.0
ganda po sakto sya hehehe sa uulitin po order ulit ako gehehe,2.0
poor sira yung isang payong binuksan di na nasasarado di ko alam kung sinadya ba ni seller or di nia nacheck,0.0
wag po kayo mag order dito nag order ko ako cellphone stand kasi order saakin yun bayer ko pero dumating,0.0
photos and videos are not related kung hindi mahaba ang pasensya niyo wag na kayo mag order dito kasi it either sira ang item or gumagana lang kapag naka charge will not recommend this shop and will not order again,0.0
maganda xa kung sa maganda kaya lang na dismaya tlga aq ung enexpect ko na magagamit ko kahit walang kuryente hindi pala need pa nkacharge para magamit mo sana kung ano ung inorder un ung ibigay nagbabayad kmi tama,1.0
super ganda quality great buy mabilis dumating thank you and will definitely buy again thank you seller thank you shopeeeeeeeeee,2.0
ndi sulit yun nkuha ko 99pesos at anq order ko peo pare pareho naq kroon calculator 20pesos dinalawa pa at qaminq pad wla manlanq nkuha lumaqpas sa sa 99pesos at sna isa naqkaroon manlanq isanq item,0.0
nice maganda sana kaso sira sya wala syang pindutan kaya pala tinakpan sticker wala syang button may pa freebies si seller pero sana kahit wala freebies basta okie yung item next time seller check nyo din yung item before nyo ipadala salamat,0.0
sobrang gandaaa sobrang worth it para sa price gumagana naman,2.0
maganda naman yung nails kaso puro tuyo ang mga glue so pano to ididikit,1.0
okay sana ang price nang items mahal sobra ang nila okay naman may basag lang yung ring kasi hindi naka bubble wrap fast shipping naman kaso lang di ako natuwa pagka open ko kasi basag yung ring baka naman pwde sa susunod ma bubble wrap nang maayos yung,0.0
not so delicious food pero pwede na for cheap price,1.0
well packaged received in good condition no damage item works perfectly seller not approachable medyo matagal delivery,1.0
wrong color ang naipadala sana next time magchat muna kung walang items,0.0
pangit mabilisa low bat mahina ang volume etc,0.0
sobrang ganda item na to order na kayo guys promise tanggal kati,2.0
kulang isang part na pang connect sa camera di na rin nag respond sa chat si seller never again so sad and disappointing,0.0
sira lahat power button also ayaw mgcharge sayang pera,0.0
rubber material malambot to the point na parang mabilis mapudpod okay naman kaso sobrang maamoy yung rubber na parang konti na lang hihikain ka na sa amoy maliit ang sizes add sizes up sa original size paa mo,1.0
walang cignal ayaw gumana mabuksan pero no network kahit may simcard na,0.0
ang cuteeee lalo ko naexcite mejj nakulangan lang ako sa pillow head parang ang tipid pero all in all good condition naman maganda sadyang sa pillowhead lang talaga,1.0
fine works fine for its price hindi umiilaw yung isa pag nagchacharge and thought sira siya pero no charging parin naman pala it very light also there no spare buds and if larger than original yung buds mo di siya kasya sa case,1.0
ma alcohol yung amoy expect ko amoy vanilla sya kase warm vanilla yung scent pero lang kase napa ka tapang alcohol scent nya sayang pera,0.0
nice overall is maayos naman kaso nakita niyo naman po sa picture may sira na yun lang naman po thank you,1.0
very bad okay naman sana kausap yung seller kaso ang unreasonable lang ibibigay sayo refund binili mo almost tapos ibibigay lang sayo mas malaki pa ata shipping fee sa pesos wag na kayo bumili dito ekis mga badi mababadtrip ka lang triny ko na din,0.0
mali ung pink na binigay sakin hindi sya ribs ung ribs lang so disappointed,0.0
not recommended kasi sobrang hina,0.0
good waterproof eyeliner sobrang tagal mabura yung mascara super ganda,2.0
thank you seller ang ganda po saktong sakto sa akin,2.0
ok po yung motivational bottle yung problem po is yung dalawang order po namin na na bottle may sira po at yung kulay mali po sana po sa susunod na may mag order ayusin na po ni seller info toh sa mga susunod na bibili sana po maging,0.0
light colors binigay skin ni seller maganda sana yung panty eh kaso no response si seller kahit nag leave na ako nga message dark colora gustoko pero light colora binigay nyu hahays,1.0
kala ko plain pink bakit mag star sya haist pero okay nman ang white color na gustohan ko salamat parin,1.0
items returned early but no update from the seller for week lagi magupdate pero walang nareceive kung hindi papaulit ulitin walang ganap items have different sizes though order is ung iba maliit hindi same sizes,0.0
ngustuhan anak qoh kso bilis pla mlowbat mis mpuno mo,1.0
ok na sna kaso di nman euro size ang sizing nla maliit sa akin ung binigay ko na size sa knila is un ang size sa euro,1.0
okay naman mabilis din dumating ang kaso yung isa nagtataka ako kung bakit di masyadong umiilaw may problema kaya plus iisa lang naman binili ko dalawa yung dumating tapos yung shipping fee iisa lang naman yung store bakit parehas kailangan bayadan,1.0
damaged it making noise pag naka on hassle pa kung irereturn,0.0
ang ganda tuwang tuwa mga anak ko sa bagong tumbler namin excellent quality,2.0
daming gasgas tumbler maganda nman siya yun nga lang puro gasgas pambigay ko pa nman to sa kapatid kong bunso sana po next time patingin po muna kung ok na ok yung tumbler thank you,1.0
amoy lumang kandila will not recommend this awful product,0.0
not yet rachargable yung order ko pero need battery yung dumating but ok,1.0
opted for red beetles yet got the bear one either out of stock siguro or bobo yung na assign sa warehouse hindi alam difference beetle bear lols,0.0
anlaki expectations ko kala ko malakas medj mahina siya need mo lang idikit sobra sa muka para mahanginan,1.0
goo very light lang ganda naman pero mas maganda ako,2.0
maganda napamahal ngalang dahil isa binili ko thank seller thank shopee at sa rider,2.0
sira na agad ung item after pag gamit nakaka dissapoint naman pano to ma rerefund or replace,0.0
sayang pera dhil ganun nga pag na ideliver sayo expect mo na masisira un at irerefund ni seller swertehan na lang na makakarating sayo ayos yung neckfan kaya think before you check out,0.0
maayos naman iyong item para sa medyo malalapad ang mga paa ito which is not that suitable for me ang kaso lang dito ay malaki siya sakto sana kung hindi na ako nagdagdag isa sa usual size ko still thank you for the service though,1.0
mas amoy ko pa yung alcohol hindi rin long lasting di tulad sa ibang shop na nabilhan ko dabest konting spray amoy na amoy agad dito need mo pa singhutin,1.0
nice naman yung product natry ko na siya sa tropa ko di lang mabilis matuyo siya pero goods naman thankyou seller,2.0
buti pa to maganda quality ever since hay eto siguradong oorder talaga ako ulit tas oks naman ang shipping speed ganorn salamat pooo,2.0
yung pinili ko pero bench yung dumating ayoko sana bench dahil may printing sa mismong boxer pero overall maganda naman ang tela at fit pero sana chine check nyo product nyo bago magdeliver,1.0
hindi po sya yung actual na nasa picture thought it was hindi pa ngrereply yung seller pagtinanong add sizes kayo kasi maliit pagdating,1.0
parang ordinary lang na sandal tamang pambahay lang thank you seller at sa nagdeliver salamat shoppee god bless all,1.0
andami pong kulang sa order ko sana po magawan paraan so far yung iba naman po goods naman na dumating thankyouu poo,1.0
nakaka inis nakakawalang gana picture ran maayos dinaman to order ko eh panga lawa nato ah,0.0
maganda ang tela at ang lambot kasya na man sa akin no damage at all ang items kahit matagal dumating malambot na man siya at masakit gamitin recommend this shop,2.0
nice na gustuhan kids thank you,2.0
hindi siya nausokk sana next time bago man deliver sana subukan muna kung gumagana para yung mga bibili ay ganahan ulit bumili sa shop very disappointed pag dating saakin excieted ako makuha agad yung item pero pag dating saakin hindi na gana mean yung usok lang problema,0.0
product description is misleading di po ito micro usb type kelangan battery bumili pa ako,0.0
complete package namn po sya kaso sira yung charger gumagana pero ok na din thankyou pa din seller advice lang po na sana sa susunod double check niyo parin po ang products niyo kung ok ba kung gumagana ba or kung may damage ba to prevent return refund sayang,1.0
maganda kaso maluwag yung strap nya sakin kaya nag aalangan ako gamitin but still super affordable kaya recommendable pa din,1.0
bad sobrang naka dismaya kasi sira yung na recieve ko di talaga mapakinabangan sayang ang pera sa mga balak na bumili huwag na kayo mag sayang pera kasi pa swerte swerte lang mamigay ang seller at di na yan maisauli but pa din kay rider so bad talaga ang seller at ang items,0.0
good sorry for the super late review sobrang busy lang anyway maganda and solid naman yung tumbler nagustuhan ko ang ni mama what you see is what you get talaga thank you seller,2.0
tried it in our bed already feeling ko may mali sa gamit ko kasi prang walang nakukuhang alikabok will change rate if nagamit ko na husto,1.0
hindi maganda ang items inorder ko hindi gumagana yung isa,0.0
tatlo po yung inorder namin black at white maganda yung product kaya lang yung white is sira and medyo marupok na yung tela kaya banat unlike sa black maayos naman at hindi banat,1.0
bilis ko nakuha ordered received dto sa norte the free nya ung nail file will edit review pag nalagay ko na,1.0
maganda siya all works but ang bilis lang mamatay nung mga ilaw,1.0
iba ang na received ko hindi yung tulad na nasa picture,0.0
maganda daw sabi brother ko oorder uli seller napakabilis nyo mag ship more sales to come,2.0
ang daling nashipped item pero ang tagal bago ko nateceived ang item it takes bago ko nareceived pero okay naman ang item gumagana thank you padin,1.0
maliit naman kasya sa bag pero bulky ok lang pero kung nagmamadali ka buksan medyo hassle to kasi ang hirap buksan kasyang kaya naman sa bag which is plus points for me,1.0
yung second pic tas black na sandal eh ex sandal ni mama na kasya sa kanya same size pero hindi sila magkalaki,1.0
disappointed mahirap siyang icharge and di mo malaman kung nagchacharge ba siya mabilis malowbat wala pang or mins di na siya iilaw or di na gagana yung fan pero still give it because of the mirror and design,0.0
nakaka dissappoint kasi ibang iba ung kulay sa binili ko na bago here sa same number na binili ko noon,0.0
iba yung color paka orange sa picture sa personal pero ok lang naman cute pa rin yung orange color,1.0
maganda sana ang kay lang di masyadong madikit natatanggal lang agad ginamita ko pa double sided tape,1.0
ok pero sira yung isang led light strip na na tagap ko tas yung manong driver masungit nakaka inis,0.0
the product is great the only issue is the pack ordered mouse pad and yet they have given me another mouse pad for pack isn it laughable well they did nothing wrong tinamad lang siguro na kumuha ibang item para ilagay sa pack,1.0
maganda naman yong quality kaso yong red panty hindi ko bet parang ginupit lang ba tela tapos expose yong tahi nya mukang nakati pag sinuot pero the rest good quality pa rin kay seller,1.0
tagal ko na umoorder dto now lang ako naasar sana ngsabe manlang na mali ung color,0.0
ok di masyadong photochromic pero legit anti rad mejo imbalanced pag sinuot,1.0
ok sana kaya lang kulang usb adapters the seller was not responsive never order again,0.0
good ok ung tablet gumagana meron lang konting damage sa ibba mkkta sa pang na pics sna na check muna mabuti bago na ship out ni seller tgal sa courrier pa 4days na bago pa ndeliver sna lang tumagal to anyway slamat pa,1.0
maganda sya may zipper side side white po yung order ko pero black po yung dumating mahina signal namin kaya di ako palaging makaonline pero okay naman po sya gusto ko lang kasi yung white para malinis at ang lakas dating makaelegant,1.0
not good madali lang po masira twice lang nagamit sira na kaagad,0.0
ang ganda kasya naman sakin nakakaliit rin tyan ready na para sa holidays oorder ulit ako sa susunod salamat,2.0
can really describe how happy am it arrive this december dapat kase pa sya january also what you see is what you get talagaaa super suliittttt don mind the pics and videos lol,2.0
medjo maluwag lang yung sa may strap para sa mga malalapad yung paa maganda sana kaso nga medjo maluwag fast delivery din,1.0
okay as expected in the correct size salamat,1.0
marami na akong naorder na sandal at shoes sa shop na ito sana freebies naman anyways gusto ko lahat items ninyo mga mura,2.0
di sya fast charger so far di sya heavy duty kasi nga mumurahin lang,1.0
okay naman na yung tela kaso yung mga kulay parepareho dark blue brown next time seller assorted sana lahat,1.0
medyu nadismaya lang aku kasi yung unang nabili ko sa ibang shop makapal mahaba sya pati yung bakal sa belly side unlike itung nabili ko ditu na manipis tas masikip pa sa bandang legs eh and yung bakal nya maliit lang din stars parin kasi kumpleto not sure kung oorder aku ulit,1.0
good this is time ordering this this time para sa kapatid ko naman am very satisfied sa nato super kahit ilang days pa yung ice ko sa di natutunaw,2.0
tamang color yung isa yung isa gray black inorder pero ibang color dumating nice one double check din pag may time,0.0
thank you seller narecieved ko na kgad ganda nia ok na para sa price nia kasyang kasya sakin nagsesend pic si seller bago nia ipack,2.0
not really ok ung lagayan cute pero effective sa lips hindi gaano kita naman picture kinapalan ko na paglagay parn masyado nagku2lay di kagaya nabili ibang shop at nata2nggal din agad pero tama lang kung price niya salamat parin po,1.0
there were delays in the delivery of parcel kung pa ako nag complain pa idedeliver today yun parcel been in the delivery hub for 4days ambagal talaga shopee express sana ibalik ang,0.0
excellent quality matagal nga lang dumating seguro dahil visayas satisfied buyer here will order again,2.0
hindi nkabubble wrap ang product yupi ang mga kahon buti damage ang product ganon klakas ang hangin pero ok nrin sakto price nya,1.0
looks like luma and mukhang pasira na pero sa na inorder ko ito lang naman yung may defects tho almost perfect na sana lahat maluwag din yung pero ok na sa price,1.0
thank seller wala pong damage yung ring light nung dumating recommend po sya dito din po kasi bumili yung pinsan ko,2.0
okay naman for its price super dulas nga lang pag basa guess okay lang sya for indoor use fast shipping tho,1.0
approve maganda naman siya kaso maliit lang and medyo malayo yung color sa pic sa mismong color in person nakakaloka pero gel naman siya and medyo matapng din amoy pero normal lang naman yun sa gel polish,1.0
maganda cya maliit lang nail polish pero okay cya sa price will buy again,2.0
not good sira yung side nung sa color black tanggal,0.0
mahirap sya buksan talaga dapat sobrang sagad and huwag mo hawakan sa brown handle kase matatanggal sya so sad for its price,0.0
mababaw ang bulsa at nisnisin ang tela but parin selleer,1.0
maganda yung tela sakto yung size at color pero nung sinuot ko napansin ko nasa loob yung tali jogging pants ewan ko kung ganun talaga pero nakapagtataka lang di ko alam kung nagkamali lang ba sa pagkagawa ganyan talaga design niya yun lang ayos naman yung zipper,1.0
good working ang product kaso may mga gasgas prang nagamit na houres lang ang tagal niya,1.0
everything was unsanitary the ceilings the ambiance the smell it felt like it was in the past or something hindi na na maintain yung place making it look run down we even found cockroach don sa rice nila told to the staff and kinuha naman nila yung plate though they,0.0
not good super disappointed ako time ko mag order sa shop na to obviously hindi na ko uulit pala desisyon yung seller gray black green purple ang order ko pero ito ang mga pinadala nagmessage ako na mali nareceive kong items last saturday pero until ngayon wala man,0.0
nag request ako return refund di nio nmaan pala ibabalik wag na kayo omorder sa shop ato walang kwenta papadalhna kayu sira tapos di naman aaccept ang refund bwesit,0.0
hindi ko alam pano kayo irerate dahil hindi kayo matino mag bigay mga item niyo pang baby sun glasses inorder ko pero pinadala niyo pang adult,0.0
wrong variation blue order ko yun pinili ko sa variation nila pero red ang naideliver sa akin gusto kong refund nalang kase sobrang hassle kapag return and refund kase ako ang magda drop off nun sa courier lalo na its not fault pero di pumayag si seller sa request ko,0.0
perfect napakaganda napakamura san kapa dito kana de pwera biro maganda yung item katawan ko hindi at napakamura till next transaction po thank you so much,2.0
disappointed ang layo itsura sa pinadala ang jologs yung swelas makapal pa panty liner dto eh kung di sana available ganyan sana nag muna kayo sa customer diba para napalitan nlang sayang pera,0.0
okay naman yung ringlight maliit lang pala yung mismong ilaw pero okay naman for live selling mura din well packed akala ko lang na pwedeng walang ringlight kaso hindi pala okay din yung height niyo siguro bili na lang ako mas malaking ringlight,1.0
so acceptable namn kasi sa price hinde mahal sakto rin ang parang white parang styrofoam pero upgraded hahaha basta uy palita,1.0
disappointed lang konti kasi blue pink ombre yung order ko pero pink binigay nila pero okay na gusto ko talaga motivational water bottle so far nakakatulog naman sakin linisin nyo lang maigi para walang aftertaste ung tubig nyo babad overnight sa water soap baking soda,0.0
panget mga product dto mali mali binibigay sa iba naalng kayo bumili kesa magsayang pera dito,0.0
bad order ko black ganto pinadala nyoooo,0.0
ordered dumating seller is not responsive so sad,0.0
time ko na magorder dito and will order again soon thank you sellerrrrr ang ganda product at mura paaaaa,2.0
maganda ang tumbler stars sa product kasi maganda talaga sya although matagal dumating at nakakapangamba na baka mamaya may damage na bago ko matanggap tumbler kasi at may tendency na mabasag stars kasi hindi responsive si seller important din kasi na responsive po kayo sa mga buyers nyo,1.0
di sya nagchacharge madaling ma low battery pero cute ung style,1.0
super ganda products salamat po seller,2.0
thought ano laman wireless mouse pala kaya lang napaisip ako kung appropriate ba na ito binigay kasi keyboard na may mouse naman binili ko sana better and mas fun next time,1.0
we stayed occupying rooms for plus room kulang kulang ang toiletries room seaview kuna walang ac towel kasing tigas gugo leaves ang sakit sa balat tapos we complain action is after minutes tapos ending lipat ibang room sa floor tapos,0.0
napaka panget nya at mahina ang hangin mali din yung kulay na binigay saakin sabi ko green binigay blue tas sira din yung mga gilid at not recommended tas maingay pa,0.0
bet na bet ko to of all orders pati kapatid ko na inggit kaso isa lang inorder ko ganda tlga pwedeng pang gift elegante ang packaging safe ma rereceive mo up to the seller,2.0
ang gandaa gandaa gamitin lalo na at saktong sakto sa akin kaso medyo ingat lang me isarado yung likod kasi nga ay manipis pero keri naman super comfortable na gamitin hehehhehe,2.0
suki nko dto store nyo ora sa daughter ko twing pera dto ako order undergarments nya slmat seller and shopee god bless po until next transaction po,2.0
maganda naman pero yung quality feeling ko mabilis tong masisira pero all in okii pa din naman siguro di lang nameet expectation ko and di din ako fan mga seemless bra,1.0
the product is ok sana before nisend nagupit na mga excess sinulid and ung butas para sa strap maliit so me time natatanggal dapat sakto sa size hook strap pra nagmomove regardless kung cheap price it is still biznes so dapat quality rin ang product,1.0
parang hindi oil based,1.0
ang ganda first time ko mag karoon sarili hair straightener nagustuhan ko sobra kay seller iupdate ako before iship,2.0
ok naman po yung na prefer ko sa shop nato subrang saya nga pag bibigyan ko hahaha thank you po and god bless po,2.0
trusted shop when it comes to bras ordered many times here maliit sizing nila kaya need mag adjust overall maganda quality bras thank you sis till next,2.0
please explain open na sya tas ung mittens kulang2 wala pang lagayan andami ko pang inorder kawalang gana,0.0
this product is good for its price murang mura thank you seller dahil ang mura po mga items ninyo will order again soon,2.0
nagmamarka yung eye liner nyo,1.0
item was shipped and delivered fast gumagana din kaso may sira as you can see in the picture next time pakicheck po maayos bago ipadala salamat,1.0
wrong color black gray ang order ko blue and orange ang pinadala hindi man lang mag inform ang seller be responsible naman po,0.0
good okay naman maganda sya but ordered green not white pero white ung binigay but it good padouble check nalang poh seller next time before isend thank,1.0
damaged item may butas po yung pants sana next time edouble check or triple check nyo ung item bago ipadala,0.0
di mabango pang second bottle ko nato kaso parang mali ata ibang iba sya sa unang order ko,0.0
got order sorry for late rating thank you seller and shoppe super nice all items satisfied customer here thank sa nag dedeliver god bless and more sales,2.0
meron pong stain sa white slipper sa design nya po yung black okay salamat,1.0
all good natry na rin fast charger tlga xa natuwa hubby kya maganda rate thank seller sana laging ganyan uorder ulit aq para sa tatay ganda nya tlga di xa pang,2.0
not what ve expected madumi yung item pag dapint parang gamit na,0.0
sira yung tripod ayaw magbuka will edit review pag nagpadala na kayo ayos na tripod grabe nakakadismaya,0.0
super sulit pesos super ganda tela and super fit sa kin saktong sakto sa katawan ko na medj pa budol na kayo guys order ako uli next time ibang color naman huhu,2.0
maganda sana yung mga items yung mirror na may lagayan battery mallagyan tapos lukot2 na yung karton bbgay ko sa ko yun eh pero workings overall ok salamat pa rin,1.0
not good not good nasusunog pag china charge,0.0
super ganda lablotsss seller napaka ganda po at napaka mura uulit pa talaga ako promise,2.0
cheap magkaibang size ang dumating kahit na mura lang ito sana naman they send the right order how am suppose to wear this di pareho sukat isang and other one is,0.0
same lang sa picture kung size ka at medyo malapad ang paa mo make it sure ang iorder mo pero kung payat naman okay na yung if gusto mo makasigurado just add one size sa size mo talaga,1.0
damaged yung una kong nareceive na item everytime sinasaksak ko yung item nangangamoy sunog nakakatakot parang puputok nalang any moment pinalitan naman yung item kaya lang ako mismo nag punta sa warehouse nila binigay sakin address okay naman yung pinalit na item kaso ang hassle lang sa part ko,0.0
video for coins only grabe ang hirap buksan sobrang daming tape at naka bubble wrap makapal kaso kita naman sa pic na nayupi pa din ung isa,0.0
good ang ganda nung mga items and ang mukang comfy suotin yung underwear kaso si seller ang sungit although nagsabe lang ako na wala pang attempt for deliver kasi naka marked as attempt to deliver na si courier,1.0
not good quality at all di ko nagamit binigay ko sa friend ko pangit sya tlga di matibay ibang iba sa pic nila im just wasting money sa item na ito,0.0
naaawa ako sa lolo ko hindi kasya sa knya kasi sobrang liit ngayon lang nagkainterest magpaorder tapos sya pa naman magbayad pero nadisappoint lang sya yung lola ko naman kasya sa knya pero hindi niya gusto yung tela kung ako tatanungin sakto lang for its price salamat na,0.0
mali ang kulay simple nman dalawang black ndi pa napadala maayos wala pang takip un isa at un straw nya ano ba yan napaka nman ni seller panu magagamit walang takip un isa kompleto nman ang bayad sana nman inayos nyo padala kahit mali ang kulay basta maayos ang item,0.0
worth it sobrang ganda at malaki siya,2.0
ok ni hindi nag abala seller maglagay bubble wrap buti nasira ung fan sana magtagal ung item,1.0
well don expect to much guys meron siyang amoy na something,1.0
walang laman yung products na dumating pangalawang beses na nangyari to nung unang purchase ko kulang kulang yung mga items nag reach out ako sa seller binigyan ako refund through vouchers binigyan ko chance bumili ako ulit tapos ang dumating walang mga laman this is the worst shop,0.0
gandaa and nacucurl na ung lashes kahit hindi pa ginagamitan curler,2.0
not satisfied because walang lagayan yung gel pen,0.0
kararatimg lang maganda naman ung item at mabilis any delivery nasunod din ung kulay na gusto ko medyo dumi lang pero wala sa akin un basra good any quality na sya naman dapat maganda gooooooooooood,2.0
ok nman siya kaso sobrang saglit tlga magamit wala pang isang oras pero sobrang napaka well packed tlga alamat sa seller,1.0
ang ganda nagustuhan ko thank you po seller,2.0
ok ok na sana order ko na to pro sablay na mali pinadala na size order ko ang dumating sobra pa tagal di ko tuloy magamit haaayst sayan,0.0
maganda naman po magaan lang den sya sa paa thank you seller,2.0
hagard ang ferson pero dahil sa eyeliner at mascara naging fresh tingnan,2.0
not good very disappointed super nipis cloth as in see through talaga sya,0.0
maliit sya pero maganda napaka affordable po nya,2.0
kung pwede no star kase dissapointed ako mgkaiba size pinadala nyo buti kaliwa at kanan pero yung size isang at hndi halata sinuot kaya pala mura,0.0
okay na okay yung product tinest ko agad and ayun nga yung mga mukham malinis na bed or sofa pagkagamit mo nung vacuum may mapipiga pang dumi worth it,2.0
same same mali nanga kulay di pa effective sayang order ko kala ko yung tulad sa iba na magsstay matagal hayst,0.0
di mo pa nadidikit lukot na hindi pwede punasan pag nadumihan kasi kakapit yung dumi unlike sa nabili ko dati dumidikit sa kamay yung adhesive kaya ang messy and hassle gamitin,0.0
ang liit lang pala kakadismaya may nabili ako neto noon same price pero malaki ung whole parang ginawa pang nila sa liit umay,0.0
super tagal walang update tapos biglang ipapadala kakaloka na double tuloy order kinancel ko na pero di nacancel kaloka ok naman yung items kahit papano kakaloka lang yung seller,1.0
maganda mura lang sulit thank you po saller,2.0
dont buy this have bad experience with seller they shipped damaged item it was so disappointing they shouldve send first the item before shipping when requested for return they asked me to ship it to hassle na gagastos ka pa pamasahe never ever buy,0.0
hindi pa na install not yet tested if working update reviews once tested,1.0
maganda naman for its price maganda siya kaso nga lang walang bubble wrap and nung binuksan ko parcel yupi yupi na talaga akala ko din nasira na ang order ko dahil hindi na pack maayos,1.0
same scent with cloud time to order sa shop time sa scent na ito im not impressed with the price compared sa ibang binebenta nila meh same vibe cloud close to to hours sa skin lakas coconut,1.0
complete items received malambot hindi maganda ang quality maliit ang mga sizes hindi kasya sa paa anak ko,1.0
thank you po maganda naman siya kaso manipis yung foem nya halos wala ngang laman pero ok na rin po,1.0
please double the bubble wrap may dents yung outer layer wallpaper dahil hindi careful ang pag handle courier sa dulong roll wallpaper puro lukot na sayang hindi magamit stars overall,1.0
good ganda dress perfect for summer beach outfit,2.0
bet na bet anak ko thank you,2.0
got order po thank you thank you seller for this very nice shoes what you see is what you get legit shop seller is mabait thank you din po sa pag send picture bago ship godbless your shop sa uulitin po,2.0
so in online class when parcel came so si tita ang kumuha then siya na rin ang nagbayad then nung binigay sa kin sabi ni tita is daw siningil sa kanya check it out as know it just 4pesos pero singilin niyo sana yung,0.0
good quality for its price kahit manipis fast shipment and delivery choose it cheaper than other shops seller sends photo before shipout will recommend this,2.0
thank you seller sa susunod order po uli ako mukang matibay maganda ang kulay at mukang mamahalin,2.0
thank you seller tama ang size but ang color mali but ok lang basta walang damage,2.0
super light ang amoy pero mabango at first medyo di ko makuha ang amoy alcohol base din sya pero habang natagal nakukuha ko naman ang amoy may pagka vanilla sweet scent dont expect too much na super nagtatagal sya given pesos lang naman for its price ok na din nman,1.0
seller wag kayu mag sisend nang items nang hindi kompleto ano akala niyo pinupulot namin yung pera kaya pala diniyo sisend yung picture before shipping tas ang tagal pa bago na ship wag kayu ganyan oy,0.0
anlayo kulay sa order ko ha pngbata kya mkulay ang order ko pngxchangegift tpos kulang pa ang sticker hndi nko oorder sa shop nyo sa iba,0.0
mahaba at mbigat maayos nrin un bigat dagdag sa bigat mahangin agad german kasi sia gusto anak ko thankyou seller at rider,2.0
maganda nman xa kaso kala colored pero ok ang cute nia sna hindi to madali masira kaso hirap mag kasignal,1.0
okay sya maganda ganda klase pagka wallpaper nya di sya wallpaper eh basta maganda sya ganda rin packaging,2.0
good sakto sa anak ko nagustuhan talaga niya next time iba color naman daw very affordable pa bili na kayo dito,2.0
it so big never expect sa laki niya,2.0
ok nice ang water bottle nga akong na order parang original,2.0
nice mali yung dumating order ay 2liters 1liter lang dumating tapos mali sin yung kulay pero ok na din din naman,1.0
sobrang gandaaaaaaaaa di ko na kailangan bumuli aquaflask huhu ang mahal mahal nun eh atleast eto mura halos same quality lang naman sila eh thank you dahil meron kayo nito nakatipid pa ako very light very light kasi nabudol ako thank you so much talaga dasurv ko,2.0
kaya ko to binili para sa lola ko kase ganto dati nya samsung pero bakit iba iba ung home screen iba ung menu wala pang wallpaper hindi tuloy alam lola ko pano gagamitin iba ung nakuha ko kesa dun sa mga nakita ko sa reviews lang,0.0
yung earpods di gumagana di umiilaw pati pag chinarge di umiilaw parang laruan yata nareceived ko yung mouse di rin gumagana hayst edit ko po pag gumana na lahat,0.0
cotton smooth fabric kaso sira agad ang zipper the delivery is fast pero its good naman nevermind sa small damage seller and to shoppe rider,1.0
